"IndividualId","Time [min]","Organism|A|Concentration [µmol/l]"
15,615,2.362889
15,630,2.380411
15,645,2.39745
15,660,2.414022
15,675,2.430142
15,690,2.445814
15,705,2.461055
15,720,2.475877
15,735,2.490295
15,750,2.504313
15,765,2.517945
15,780,2.531203
15,795,2.544099
15,810,2.556637
15,825,2.56883
15,840,2.580688
15,855,2.592223
15,870,2.603438
15,885,2.614343
15,900,2.62495
15,915,2.635267
15,930,2.645298
15,945,2.655053
15,960,2.66454
15,975,2.673768
15,990,2.68274
15,1005,2.691465
15,1020,2.69995
15,1035,2.708205
15,1050,2.716229
15,1065,2.724033
15,1080,2.731623
15,1095,2.739006
15,1110,2.746184
15,1125,2.753164
15,1140,2.759953
15,1155,2.766556
15,1170,2.772976
15,1185,2.77922
15,1200,2.785292
15,1215,2.791198
15,1230,2.796941
15,1245,2.802525
15,1260,2.807956
15,1275,2.813239
15,1290,2.818375
15,1305,2.82337
15,1320,2.828228
15,1335,2.832953
15,1350,2.837547
15,1365,2.842015
15,1380,2.84636
15,1395,2.850586
15,1410,2.854696
15,1425,2.858691
15,1440,2.862578
16,0,2
16,15,2.082817
16,30,2.163489
16,45,2.241967
16,60,2.318308
16,75,2.392533
16,90,2.46473
16,105,2.534914
16,120,2.603174
16,135,2.66953
16,150,2.734064
16,165,2.796799
16,180,2.857808
16,195,2.917129
16,210,2.97485
16,225,3.030954
16,240,3.08546
16,255,3.138479
16,270,3.190025
16,285,3.240124
16,300,3.288815
16,315,3.33616
16,330,3.382187
16,345,3.426936
16,360,3.470442
16,375,3.512735
16,390,3.553859
16,405,3.593852
16,420,3.632731
16,435,3.670531
16,450,3.70729
16,465,3.74304
16,480,3.777791
16,495,3.811582
16,510,3.844443
16,525,3.8764
16,540,3.90747
16,555,3.937682
16,570,3.96706
16,585,3.995628
16,600,4.023407
16,615,4.050419
16,630,4.076684
16,645,4.102223
16,660,4.127058
16,675,4.151206
16,690,4.174685
16,705,4.197515
16,720,4.219714
16,735,4.241299
16,750,4.262286
16,765,4.282692
16,780,4.302535
16,795,4.321828
16,810,4.340587
16,825,4.358828
16,840,4.376563
16,855,4.393808
16,870,4.410576
16,885,4.42688
16,900,4.442734
16,915,4.458148
16,930,4.473136
16,945,4.48771
16,960,4.501881
16,975,4.51566
16,990,4.529057
16,1005,4.542084
16,1020,4.554751
16,1035,4.567067
16,1050,4.579043
16,1065,4.590687
16,1080,4.602009
16,1095,4.613019
16,1110,4.623723
16,1125,4.634131
16,1140,4.644252
16,1155,4.654093
16,1170,4.663661
16,1185,4.672965
16,1200,4.682011
16,1215,4.690807
16,1230,4.69936
16,1245,4.707676
16,1260,4.715762
16,1275,4.723625
16,1290,4.731269
16,1305,4.738703
16,1320,4.745931
16,1335,4.752959
16,1350,4.759792
16,1365,4.766437
16,1380,4.772898
16,1395,4.77918
16,1410,4.785288
16,1425,4.791227
16,1440,4.797002
17,0,3
17,15,3.110993
17,30,3.219103
17,45,3.324258
17,60,3.426549
17,75,3.525971
17,90,3.622693
17,105,3.716668
17,120,3.808098
17,135,3.896916
17,150,3.983335
17,165,4.067276
17,180,4.148954
17,195,4.228294
17,210,4.305502
17,225,4.380563
17,240,4.453496
17,255,4.524354
17,270,4.593276
17,285,4.660257
17,300,4.725347
17,315,4.78861
17,330,4.850109
17,345,4.90989
17,360,4.968006
17,375,5.024491
17,390,5.079401
17,405,5.132789
17,420,5.184699
17,435,5.235149
17,450,5.284199
17,465,5.331893
17,480,5.378263
17,495,5.423335
17,510,5.467158
17,525,5.509771
17,540,5.551197
17,555,5.591471
17,570,5.630628
17,585,5.668699
17,600,5.705714
17,615,5.7417
17,630,5.776688
17,645,5.810703
17,660,5.843774
17,675,5.875926
17,690,5.907185
17,705,5.937573
17,720,5.967117
17,735,5.995841
17,750,6.023765
17,765,6.050912
17,780,6.077304
17,795,6.102962
17,810,6.127907
17,825,6.152157
17,840,6.175733
17,855,6.198654
17,870,6.220937
17,885,6.2426
17,900,6.263661
17,915,6.284137
17,930,6.304043
17,945,6.323395
17,960,6.34221
17,975,6.360501
17,990,6.378284
17,1005,6.395572
17,1020,6.41238
17,1035,6.42872
17,1050,6.444606
17,1065,6.46005
17,1080,6.475065
17,1095,6.489662
17,1110,6.503853
17,1125,6.51765
17,1140,6.531063
17,1155,6.544103
17,1170,6.55678
17,1185,6.569105
17,1200,6.581087
17,1215,6.592736
17,1230,6.604061
17,1245,6.615071
17,1260,6.625775
17,1275,6.636181
17,1290,6.646298
17,1305,6.656133
17,1320,6.665695
17,1335,6.674992
17,1350,6.684029
17,1365,6.692815
17,1380,6.701357
17,1395,6.709662
17,1410,6.717736
17,1425,6.725585
17,1440,6.733215
18,0,1
18,15,1.055924
18,30,1.110316
18,45,1.163168
18,60,1.214593
18,75,1.264543
18,90,1.313131
18,105,1.360345
18,120,1.406237
18,135,1.450858
18,150,1.494193
18,165,1.536323
18,180,1.577252
18,195,1.617031
18,210,1.655691
18,225,1.693266
18,240,1.729787
18,255,1.765288
18,270,1.799785
18,285,1.833316
18,300,1.865912
18,315,1.897605
18,330,1.928398
18,345,1.958331
18,360,1.987432
18,375,2.015728
18,390,2.043222
18,405,2.069949
18,420,2.095933
18,435,2.121198
18,450,2.145747
18,465,2.169611
18,480,2.192812
18,495,2.215371
18,510,2.23729
18,525,2.258598
18,540,2.279314
18,555,2.299455
18,570,2.319026
18,585,2.33805
18,600,2.356546
18,615,2.374528
18,630,2.392002
18,645,2.408988
18,660,2.425501
18,675,2.441557
18,690,2.457158
18,705,2.472324
18,720,2.487067
18,735,2.501402
18,750,2.515331
18,765,2.528872
18,780,2.542035
18,795,2.554834
18,810,2.567271
18,825,2.57936
18,840,2.591113
18,855,2.60254
18,870,2.613644
18,885,2.624437
18,900,2.634931
18,915,2.645133
18,930,2.655047
18,945,2.664684
18,960,2.674053
18,975,2.683162
18,990,2.692014
18,1005,2.700618
18,1020,2.708983
18,1035,2.717116
18,1050,2.725019
18,1065,2.732701
18,1080,2.74017
18,1095,2.747431
18,1110,2.754487
18,1125,2.761346
18,1140,2.768014
18,1155,2.774498
18,1170,2.780797
18,1185,2.786921
18,1200,2.792875
18,1215,2.798663
18,1230,2.804288
18,1245,2.809756
18,1260,2.815071
18,1275,2.820239
18,1290,2.825261
18,1305,2.830143
18,1320,2.834889
18,1335,2.839503
18,1350,2.843987
18,1365,2.848346
18,1380,2.852583
18,1395,2.856703
18,1410,2.860706
18,1425,2.864598
18,1440,2.868381
19,0,2
19,15,2.084129
19,30,2.16604
19,45,2.245691
19,60,2.323133
19,75,2.398401
19,90,2.47157
19,105,2.542677
19,120,2.611793
19,135,2.678963
19,150,2.744244
19,165,2.807693
19,180,2.869351
19,195,2.929301
19,210,2.987591
19,225,3.044215
19,240,3.099205
19,255,3.152682
19,270,3.204639
19,285,3.255113
19,300,3.304152
19,315,3.351812
19,330,3.398125
19,345,3.443133
19,360,3.486867
19,375,3.529367
19,390,3.570676
19,405,3.610829
19,420,3.649842
19,435,3.68776
19,450,3.72462
19,465,3.760444
19,480,3.795256
19,495,3.829093
19,510,3.861987
19,525,3.893952
19,540,3.925021
19,555,3.955219
19,570,3.984571
19,585,4.0131
19,600,4.040828
19,615,4.067778
19,630,4.093971
19,645,4.11943
19,660,4.144174
19,675,4.168222
19,690,4.191594
19,705,4.214311
19,720,4.236389
19,735,4.257846
19,750,4.2787
19,765,4.298968
19,780,4.318667
19,795,4.337812
19,810,4.356418
19,825,4.374502
19,840,4.392078
19,855,4.40916
19,870,4.425762
19,885,4.441897
19,900,4.457579
19,915,4.47282
19,930,4.487633
19,945,4.50203
19,960,4.516023
19,975,4.529622
19,990,4.542839
19,1005,4.555685
19,1020,4.56817
19,1035,4.580304
19,1050,4.592097
19,1065,4.603559
19,1080,4.614698
19,1095,4.625525
19,1110,4.636047
19,1125,4.646274
19,1140,4.656213
19,1155,4.665874
19,1170,4.675262
19,1185,4.684387
19,1200,4.693255
19,1215,4.701875
19,1230,4.710251
19,1245,4.718393
19,1260,4.726306
19,1275,4.733997
19,1290,4.741471
19,1305,4.748735
19,1320,4.755796
19,1335,4.762658
19,1350,4.769327
19,1365,4.775808
19,1380,4.782108
19,1395,4.78823
19,1410,4.794181
19,1425,4.799964
19,1440,4.805585
20,0,3
20,15,3.071752
20,30,3.142354
20,45,3.211726
20,60,3.279864
20,75,3.346818
20,90,3.412579
20,105,3.477139
20,120,3.540558
20,135,3.602861
20,150,3.664017
20,165,3.724065
20,180,3.783077
20,195,3.841002
20,210,3.897855
20,225,3.953743
20,240,4.008604
20,255,4.062438
20,270,4.115356
20,285,4.167314
20,300,4.218302
20,315,4.268378
20,330,4.31756
20,345,4.365843
20,360,4.413238
20,375,4.459778
20,390,4.505481
20,405,4.550356
20,420,4.594418
20,435,4.637684
20,450,4.68017
20,465,4.72189
20,480,4.762862
20,495,4.803094
20,510,4.842601
20,525,4.881398
20,540,4.9195
20,555,4.956916
20,570,4.993657
20,585,5.029738
20,600,5.065173
20,615,5.099969
20,630,5.134139
20,645,5.167695
20,660,5.200649
20,675,5.233009
20,690,5.264787
20,705,5.295994
20,720,5.326641
20,735,5.356735
20,750,5.386288
20,765,5.415309
20,780,5.44381
20,795,5.471798
20,810,5.499281
20,825,5.526271
20,840,5.552776
20,855,5.578804
20,870,5.604362
20,885,5.629462
20,900,5.654112
20,915,5.678317
20,930,5.702086
20,945,5.725428
20,960,5.748352
20,975,5.770862
20,990,5.792967
20,1005,5.814674
20,1020,5.835993
20,1035,5.856927
20,1050,5.877484
20,1065,5.897672
20,1080,5.917497
20,1095,5.936965
20,1110,5.956083
20,1125,5.974857
20,1140,5.993295
20,1155,6.0114
20,1170,6.029179
20,1185,6.046638
20,1200,6.063785
20,1215,6.080622
20,1230,6.097157
20,1245,6.113393
20,1260,6.129339
20,1275,6.144998
20,1290,6.160374
20,1305,6.175474
20,1320,6.190303
20,1335,6.204865
20,1350,6.219165
20,1365,6.233207
20,1380,6.246998
20,1395,6.26054
20,1410,6.273839
20,1425,6.286898
20,1440,6.299724
21,0,1
21,15,1.03619
21,30,1.071781
21,45,1.106743
21,60,1.141081
21,75,1.174808
21,90,1.207917
21,105,1.240437
21,120,1.272367
21,135,1.303709
21,150,1.334499
21,165,1.36472
21,180,1.394393
21,195,1.423536
21,210,1.452145
21,225,1.480224
21,240,1.507791
21,255,1.534859
21,270,1.56143
21,285,1.587511
21,300,1.613118
21,315,1.638261
21,330,1.662947
21,345,1.687186
21,360,1.710985
21,375,1.734352
21,390,1.757297
21,405,1.77983
21,420,1.801954
21,435,1.823676
21,450,1.845006
21,465,1.865952
21,480,1.886518
21,495,1.906709
21,510,1.926535
21,525,1.946003
21,540,1.965117
21,555,1.983883
21,570,2.00231
21,585,2.020402
21,600,2.038167
21,615,2.055608
21,630,2.072733
21,645,2.089548
21,660,2.106057
21,675,2.122267
21,690,2.138183
21,705,2.153811
21,720,2.169156
21,735,2.184221
21,750,2.199014
21,765,2.213539
21,780,2.2278
21,795,2.241803
21,810,2.255551
21,825,2.269051
21,840,2.282306
21,855,2.29532
21,870,2.308098
21,885,2.320645
21,900,2.332965
21,915,2.34506
21,930,2.356936
21,945,2.368598
21,960,2.380048
21,975,2.391289
21,990,2.402327
21,1005,2.413165
21,1020,2.423807
21,1035,2.434255
21,1050,2.444514
21,1065,2.454587
21,1080,2.464478
21,1095,2.474188
21,1110,2.483723
21,1125,2.493085
21,1140,2.502277
21,1155,2.511302
21,1170,2.520164
21,1185,2.528866
21,1200,2.537409
21,1215,2.545797
21,1230,2.554033
21,1245,2.562119
21,1260,2.570059
21,1275,2.577854
21,1290,2.585509
21,1305,2.593024
21,1320,2.600404
21,1335,2.607649
21,1350,2.614763
21,1365,2.621748
21,1380,2.628606
21,1395,2.63534
21,1410,2.641952
21,1425,2.648444
21,1440,2.654818
22,0,2
22,15,2.054705
22,30,2.108511
22,45,2.161363
22,60,2.213256
22,75,2.264237
22,90,2.314283
22,105,2.363396
22,120,2.411654
22,135,2.459018
22,150,2.50549
22,165,2.551155
22,180,2.595971
22,195,2.63994
22,210,2.683147
22,225,2.725548
22,240,2.767148
22,255,2.808027
22,270,2.848144
22,285,2.887501
22,300,2.92616
22,315,2.964103
22,330,3.001338
22,345,3.037875
22,360,3.073754
22,375,3.108971
22,390,3.14354
22,405,3.177474
22,420,3.210785
22,435,3.243487
22,450,3.275593
22,465,3.307114
22,480,3.338054
22,495,3.36843
22,510,3.398252
22,525,3.427533
22,540,3.456275
22,555,3.484492
22,570,3.512194
22,585,3.539392
22,600,3.566091
22,615,3.592301
22,630,3.618034
22,645,3.643297
22,660,3.668096
22,675,3.692442
22,690,3.716344
22,705,3.73981
22,720,3.762846
22,735,3.78546
22,750,3.807661
22,765,3.829458
22,780,3.850854
22,795,3.871859
22,810,3.892481
22,825,3.912728
22,840,3.932602
22,855,3.952113
22,870,3.971268
22,885,3.990073
22,900,4.008534
22,915,4.026657
22,930,4.044449
22,945,4.061917
22,960,4.079064
22,975,4.095898
22,990,4.112425
22,1005,4.128651
22,1020,4.144578
22,1035,4.160214
22,1050,4.175565
22,1065,4.190636
22,1080,4.205431
22,1095,4.219954
22,1110,4.234213
22,1125,4.248212
22,1140,4.261954
22,1155,4.275445
22,1170,4.28869
22,1185,4.301693
22,1200,4.314457
22,1215,4.326988
22,1230,4.33929
22,1245,4.351368
22,1260,4.363224
22,1275,4.374863
22,1290,4.38629
22,1305,4.397509
22,1320,4.408521
22,1335,4.419333
22,1350,4.429946
22,1365,4.440367
22,1380,4.450596
22,1395,4.460638
22,1410,4.470497
22,1425,4.480176
22,1440,4.489678
23,0,3
23,15,3.073517
23,30,3.145823
23,45,3.216836
23,60,3.286554
23,75,3.355035
23,90,3.422259
23,105,3.488221
23,120,3.553006
23,135,3.616606
23,150,3.679002
23,165,3.740267
23,180,3.800424
23,195,3.859441
23,210,3.91737
23,225,3.974265
23,240,4.030082
23,255,4.084856
23,270,4.138663
23,285,4.191453
23,300,4.243239
23,315,4.294099
23,330,4.344009
23,345,4.39298
23,360,4.441029
23,375,4.488202
23,390,4.534499
23,405,4.579937
23,420,4.624532
23,435,4.668303
23,450,4.711266
23,465,4.753438
23,480,4.794835
23,495,4.835463
23,510,4.875343
23,525,4.914492
23,540,4.952921
23,555,4.990638
23,570,5.02766
23,585,5.064003
23,600,5.099678
23,615,5.134692
23,630,5.169062
23,645,5.202799
23,660,5.235917
23,675,5.268421
23,690,5.300327
23,705,5.331646
23,720,5.36239
23,735,5.392564
23,750,5.422182
23,765,5.451256
23,780,5.479795
23,795,5.507806
23,810,5.535301
23,825,5.562291
23,840,5.588784
23,855,5.614786
23,870,5.64031
23,885,5.665365
23,900,5.689958
23,915,5.714097
23,930,5.737791
23,945,5.761049
23,960,5.783879
23,975,5.806287
23,990,5.828282
23,1005,5.849873
23,1020,5.871067
23,1035,5.891868
23,1050,5.912286
23,1065,5.932329
23,1080,5.952003
23,1095,5.971313
23,1110,5.990268
23,1125,6.008874
23,1140,6.027138
23,1155,6.045063
23,1170,6.062659
23,1185,6.079931
23,1200,6.096885
23,1215,6.113525
23,1230,6.129859
23,1245,6.145893
23,1260,6.161632
23,1275,6.177079
23,1290,6.192242
23,1305,6.207126
23,1320,6.221736
23,1335,6.236076
23,1350,6.250152
23,1365,6.263968
23,1380,6.277531
23,1395,6.290843
23,1410,6.30391
23,1425,6.316736
23,1440,6.329327
24,0,1
24,15,1.037074
24,30,1.073515
24,45,1.109298
24,60,1.144426
24,75,1.178912
24,90,1.212749
24,105,1.245975
24,120,1.278579
24,135,1.310572
24,150,1.341983
24,165,1.372796
24,180,1.403048
24,195,1.432739
24,210,1.461871
24,225,1.490449
24,240,1.518501
24,255,1.546026
24,270,1.573034
24,285,1.599532
24,300,1.625541
24,315,1.651065
24,330,1.676114
24,345,1.700699
24,360,1.724827
24,375,1.748507
24,390,1.77175
24,405,1.794565
24,420,1.816953
24,435,1.838927
24,450,1.860495
24,465,1.881663
24,480,1.902437
24,495,1.922825
24,510,1.942836
24,525,1.962474
24,540,1.981747
24,555,2.000662
24,570,2.019226
24,585,2.037445
24,600,2.055324
24,615,2.072872
24,630,2.090094
24,645,2.106996
24,660,2.123583
24,675,2.139862
24,690,2.15584
24,705,2.171521
24,720,2.186909
24,735,2.202013
24,750,2.216836
24,765,2.231384
24,780,2.245661
24,795,2.259673
24,810,2.273426
24,825,2.286922
24,840,2.300168
24,855,2.313167
24,870,2.325926
24,885,2.338448
24,900,2.350736
24,915,2.362796
24,930,2.374633
24,945,2.38625
24,960,2.39765
24,975,2.408839
24,990,2.419821
24,1005,2.430598
24,1020,2.441175
24,1035,2.451555
24,1050,2.461743
24,1065,2.471741
24,1080,2.481554
24,1095,2.491184
24,1110,2.500636
24,1125,2.509912
24,1140,2.519015
24,1155,2.52795
24,1170,2.536719
24,1185,2.545324
24,1200,2.55377
24,1215,2.562058
24,1230,2.570192
24,1245,2.578176
24,1260,2.58601
24,1275,2.593699
24,1290,2.601246
24,1305,2.608652
24,1320,2.61592
24,1335,2.623054
24,1350,2.630055
24,1365,2.636926
24,1380,2.643669
24,1395,2.650287
24,1410,2.656783
24,1425,2.663158
24,1440,2.669414
25,0,2
25,15,2.056029
25,30,2.111111
25,45,2.165192
25,60,2.218271
25,75,2.27039
25,90,2.321529
25,105,2.371699
25,120,2.420966
25,135,2.469295
25,150,2.516706
25,165,2.563262
25,180,2.608927
25,195,2.653727
25,210,2.697716
25,225,2.74086
25,240,2.783192
25,255,2.824753
25,270,2.865515
25,285,2.905506
25,300,2.944759
25,315,2.983264
25,330,3.02103
25,345,3.058082
25,360,3.094445
25,375,3.130122
25,390,3.165126
25,405,3.199472
25,420,3.233174
25,435,3.266246
25,450,3.298701
25,465,3.330549
25,480,3.361798
25,495,3.392463
25,510,3.422558
25,525,3.45209
25,540,3.481066
25,555,3.509502
25,570,3.537407
25,585,3.56479
25,600,3.591658
25,615,3.618024
25,630,3.643898
25,645,3.669286
25,660,3.694199
25,675,3.718645
25,690,3.742635
25,705,3.766175
25,720,3.789273
25,735,3.811939
25,750,3.834182
25,765,3.856008
25,780,3.877424
25,795,3.89844
25,810,3.919063
25,825,3.9393
25,840,3.959157
25,855,3.978642
25,870,3.997764
25,885,4.016528
25,900,4.034939
25,915,4.053006
25,930,4.070735
25,945,4.088133
25,960,4.105204
25,975,4.121955
25,990,4.138394
25,1005,4.154525
25,1020,4.170352
25,1035,4.185884
25,1050,4.201126
25,1065,4.216083
25,1080,4.230758
25,1095,4.245159
25,1110,4.259291
25,1125,4.273159
25,1140,4.286765
25,1155,4.300118
25,1170,4.313221
25,1185,4.326078
25,1200,4.338695
25,1215,4.351075
25,1230,4.363223
25,1245,4.375144
25,1260,4.386841
25,1275,4.39832
25,1290,4.409584
25,1305,4.420637
25,1320,4.431482
25,1335,4.442125
25,1350,4.452569
25,1365,4.462817
25,1380,4.472873
25,1395,4.482741
25,1410,4.492424
25,1425,4.501926
25,1440,4.51125
26,0,3
26,15,3.075282
26,30,3.149289
26,45,3.22194
26,60,3.293232
26,75,3.363234
26,90,3.431912
26,105,3.499267
26,120,3.56541
26,135,3.630295
26,150,3.693917
26,165,3.756388
26,180,3.817675
26,195,3.877766
26,210,3.936761
26,225,3.994645
26,240,4.051399
26,255,4.10711
26,270,4.161777
26,285,4.215378
26,300,4.267969
26,315,4.319576
26,330,4.370192
26,345,4.419828
26,360,4.468525
26,375,4.516304
26,390,4.563175
26,405,4.609156
26,420,4.654265
26,435,4.698521
26,450,4.741942
26,465,4.784546
26,480,4.826344
26,495,4.867352
26,510,4.907587
26,525,4.947066
26,540,4.9858
26,555,5.0238
26,570,5.061086
26,585,5.097671
26,600,5.133564
26,615,5.168778
26,630,5.203329
26,645,5.23723
26,660,5.270491
26,675,5.303122
26,690,5.335138
26,705,5.366552
26,720,5.397373
26,735,5.42761
26,750,5.457277
26,765,5.486387
26,780,5.514946
26,795,5.542965
26,810,5.570456
26,825,5.59743
26,840,5.623894
26,855,5.649857
26,870,5.675331
26,885,5.700326
26,900,5.724849
26,915,5.748907
26,930,5.772512
26,945,5.795674
26,960,5.818397
26,975,5.840691
26,990,5.862564
26,1005,5.884027
26,1020,5.905083
26,1035,5.925741
26,1050,5.94601
26,1065,5.965897
26,1080,5.985409
26,1095,6.004551
26,1110,6.023333
26,1125,6.041762
26,1140,6.059842
26,1155,6.07758
26,1170,6.094984
26,1185,6.112061
26,1200,6.128815
26,1215,6.145251
26,1230,6.161378
26,1245,6.177202
26,1260,6.192726
26,1275,6.207956
26,1290,6.2229
26,1305,6.237563
26,1320,6.251948
26,1335,6.266061
26,1350,6.279909
26,1365,6.293496
26,1380,6.306826
26,1395,6.319903
26,1410,6.332735
26,1425,6.345325
26,1440,6.357677
27,0,1
27,15,1.037956
27,30,1.075248
27,45,1.111848
27,60,1.147765
27,75,1.183007
27,90,1.21757
27,105,1.251496
27,120,1.284767
27,135,1.317407
27,150,1.349433
27,165,1.380835
27,180,1.411657
27,195,1.441888
27,210,1.471534
27,225,1.500608
27,240,1.529132
27,255,1.557107
27,270,1.584543
27,285,1.611453
27,300,1.637852
27,315,1.663748
27,330,1.689153
27,345,1.714073
27,360,1.73852
27,375,1.762505
27,390,1.786037
27,405,1.80912
27,420,1.831764
27,435,1.85398
27,450,1.875777
27,465,1.897156
27,480,1.918129
27,495,1.938704
27,510,1.958889
27,525,1.978688
27,540,1.99811
27,555,2.017164
27,570,2.035855
27,585,2.054189
27,600,2.072174
27,615,2.089818
27,630,2.107126
27,645,2.124104
27,660,2.140759
27,675,2.157098
27,690,2.173126
27,705,2.188849
27,720,2.204274
27,735,2.219405
27,750,2.23425
27,765,2.248811
27,780,2.263097
27,795,2.27711
27,810,2.290858
27,825,2.304343
27,840,2.317573
27,855,2.330551
27,870,2.343282
27,885,2.355771
27,900,2.368023
27,915,2.380041
27,930,2.391831
27,945,2.403397
27,960,2.414742
27,975,2.425872
27,990,2.436791
27,1005,2.447501
27,1020,2.458008
27,1035,2.468315
27,1050,2.478426
27,1065,2.488345
27,1080,2.498075
27,1095,2.50762
27,1110,2.516984
27,1125,2.52617
27,1140,2.53518
27,1155,2.54402
27,1170,2.552691
27,1185,2.561198
27,1200,2.569542
27,1215,2.577729
27,1230,2.585759
27,1245,2.593637
27,1260,2.601364
27,1275,2.608945
27,1290,2.616382
27,1305,2.623677
27,1320,2.630834
27,1335,2.637854
27,1350,2.644741
27,1365,2.651497
27,1380,2.658125
27,1395,2.664626
27,1410,2.671004
27,1425,2.677261
27,1440,2.683398
28,0,2
28,15,2.057353
28,30,2.113709
28,45,2.169016
28,60,2.223277
28,75,2.276529
28,90,2.328754
28,105,2.379975
28,120,2.430244
28,135,2.479529
28,150,2.527872
28,165,2.575308
28,180,2.62181
28,195,2.667433
28,210,2.712191
28,225,2.756063
28,240,2.799119
28,255,2.841348
28,270,2.882738
28,285,2.923357
28,300,2.963189
28,315,3.00224
28,330,3.04052
28,345,3.078078
28,360,3.114911
28,375,3.151032
28,390,3.186456
28,405,3.221201
28,420,3.25528
28,435,3.288707
28,450,3.321498
28,465,3.353656
28,480,3.385199
28,495,3.41614
28,510,3.446493
28,525,3.47626
28,540,3.505458
28,555,3.534098
28,570,3.562191
28,585,3.589744
28,600,3.616768
28,615,3.643275
28,630,3.669276
28,645,3.694777
28,660,3.719788
28,675,3.744321
28,690,3.768385
28,705,3.791986
28,720,3.815135
28,735,3.83784
28,750,3.860112
28,765,3.881955
28,780,3.903379
28,795,3.924393
28,810,3.945006
28,825,3.965222
28,840,3.985051
28,855,4.0045
28,870,4.023579
28,885,4.042289
28,900,4.060641
28,915,4.078641
28,930,4.096299
28,945,4.113616
28,960,4.130601
28,975,4.147261
28,990,4.163603
28,1005,4.179631
28,1020,4.195351
28,1035,4.21077
28,1050,4.225895
28,1065,4.240729
28,1080,4.255278
28,1095,4.269549
28,1110,4.283548
28,1125,4.297276
28,1140,4.310742
28,1155,4.32395
28,1170,4.336906
28,1185,4.349613
28,1200,4.362075
28,1215,4.374299
28,1230,4.38629
28,1245,4.398049
28,1260,4.409583
28,1275,4.420897
28,1290,4.431994
28,1305,4.442877
28,1320,4.453552
28,1335,4.464023
28,1350,4.474294
28,1365,4.484367
28,1380,4.494247
28,1395,4.503938
28,1410,4.513444
28,1425,4.522767
28,1440,4.531911
29,0,3
29,15,3.077046
29,30,3.152751
29,45,3.227037
29,60,3.299903
29,75,3.371414
29,90,3.441539
29,105,3.510286
29,120,3.577768
29,135,3.643927
29,150,3.708771
29,165,3.772428
29,180,3.83483
29,195,3.895989
29,210,3.956029
29,225,4.014884
29,240,4.072565
29,255,4.12919
29,270,4.184699
29,285,4.239096
29,300,4.292475
29,315,4.34481
29,330,4.39611
29,345,4.446394
29,360,4.495721
29,375,4.544088
29,390,4.591514
29,405,4.638017
29,420,4.683621
29,435,4.728343
29,450,4.772203
29,465,4.81522
29,480,4.8574
29,495,4.898767
29,510,4.939338
29,525,4.97913
29,540,5.018148
29,555,5.056414
29,570,5.093943
29,585,5.130751
29,600,5.166843
29,615,5.20224
29,630,5.236954
29,645,5.271
29,660,5.304385
29,675,5.337126
29,690,5.369236
29,705,5.400727
29,720,5.431607
29,735,5.461891
29,750,5.491591
29,765,5.52072
29,780,5.549283
29,795,5.577294
29,810,5.604766
29,825,5.63171
29,840,5.658129
29,855,5.684039
29,870,5.70945
29,885,5.734371
29,900,5.758809
29,915,5.782775
29,930,5.806279
29,945,5.829331
29,960,5.851935
29,975,5.874103
29,990,5.895843
29,1005,5.917165
29,1020,5.938074
29,1035,5.958578
29,1050,5.978687
29,1065,5.99841
29,1080,6.017749
29,1095,6.036716
29,1110,6.055316
29,1125,6.073558
29,1140,6.091447
29,1155,6.10899
29,1170,6.126195
29,1185,6.143069
29,1200,6.159615
29,1215,6.175841
29,1230,6.191755
29,1245,6.207363
29,1260,6.222667
29,1275,6.237676
29,1290,6.252395
29,1305,6.266831
29,1320,6.280987
29,1335,6.29487
29,1350,6.308485
29,1365,6.321838
29,1380,6.334932
29,1395,6.347773
29,1410,6.360367
29,1425,6.372718
29,1440,6.384829
30,0,1
30,15,1.053587
30,30,1.105769
30,45,1.156532
30,60,1.205986
30,75,1.254085
30,90,1.300913
30,105,1.346487
30,120,1.390823
30,135,1.433998
30,150,1.475974
30,165,1.516837
30,180,1.556585
30,195,1.595256
30,210,1.632887
30,225,1.669505
30,240,1.705139
30,255,1.739817
30,270,1.773563
30,285,1.806397
30,300,1.838353
30,315,1.869459
30,330,1.899728
30,345,1.92918
30,360,1.957846
30,375,1.985751
30,390,2.012907
30,405,2.03933
30,420,2.065049
30,435,2.090084
30,450,2.114447
30,465,2.138154
30,480,2.161228
30,495,2.183689
30,510,2.205547
30,525,2.226816
30,540,2.247517
30,555,2.267667
30,570,2.287276
30,585,2.306357
30,600,2.324929
30,615,2.343006
30,630,2.360598
30,645,2.377716
30,660,2.394377
30,675,2.410595
30,690,2.426377
30,705,2.441734
30,720,2.456681
30,735,2.47123
30,750,2.485389
30,765,2.499166
30,780,2.512575
30,795,2.525628
30,810,2.53833
30,825,2.550689
30,840,2.562719
30,855,2.574429
30,870,2.585824
30,885,2.596912
30,900,2.607705
30,915,2.61821
30,930,2.628433
30,945,2.63838
30,960,2.648062
30,975,2.657486
30,990,2.666658
30,1005,2.675582
30,1020,2.684268
30,1035,2.692723
30,1050,2.70095
30,1065,2.708956
30,1080,2.716749
30,1095,2.724334
30,1110,2.731715
30,1125,2.738898
30,1140,2.745888
30,1155,2.752693
30,1170,2.759315
30,1185,2.765759
30,1200,2.77203
30,1215,2.778135
30,1230,2.784075
30,1245,2.789856
30,1260,2.795483
30,1275,2.800959
30,1290,2.806289
30,1305,2.811475
30,1320,2.816522
30,1335,2.821436
