"IndividualId","Time [min]","Organism|A|Concentration [µmol/l]"
46,660,3.702785
46,675,3.727262
46,690,3.751277
46,705,3.774839
46,720,3.797956
46,735,3.820636
46,750,3.84289
46,765,3.864723
46,780,3.886143
46,795,3.90716
46,810,3.927781
46,825,3.948012
46,840,3.967861
46,855,3.987336
46,870,4.006444
46,885,4.025191
46,900,4.043583
46,915,4.06163
46,930,4.079336
46,945,4.096708
46,960,4.113751
46,975,4.130473
46,990,4.14688
46,1005,4.162978
46,1020,4.178771
46,1035,4.194266
46,1050,4.209469
46,1065,4.224386
46,1080,4.23902
46,1095,4.253378
46,1110,4.267467
46,1125,4.281288
46,1140,4.294849
46,1155,4.308154
46,1170,4.321208
46,1185,4.334016
46,1200,4.346582
46,1215,4.358911
46,1230,4.371007
46,1245,4.382874
46,1260,4.394518
46,1275,4.405941
46,1290,4.41715
46,1305,4.428147
46,1320,4.438936
46,1335,4.449522
46,1350,4.459908
46,1365,4.470098
46,1380,4.480096
46,1395,4.489905
46,1410,4.49953
46,1425,4.508973
46,1440,4.518237
47,0,3
47,15,3.07587
47,30,3.150443
47,45,3.223639
47,60,3.295457
47,75,3.365963
47,90,3.435124
47,105,3.502941
47,120,3.569534
47,135,3.634845
47,150,3.698873
47,165,3.761744
47,180,3.823404
47,195,3.883849
47,210,3.943197
47,225,4.001407
47,240,4.058469
47,255,4.114489
47,270,4.169439
47,285,4.223305
47,300,4.276163
47,315,4.328014
47,330,4.37886
47,345,4.428714
47,360,4.477623
47,375,4.525601
47,390,4.572659
47,405,4.618816
47,420,4.664092
47,435,4.708505
47,450,4.752075
47,465,4.794819
47,480,4.836746
47,495,4.877875
47,510,4.918224
47,525,4.957811
47,540,4.996641
47,555,5.034732
47,570,5.072101
47,585,5.108762
47,600,5.144724
47,615,5.180001
47,630,5.214608
47,645,5.248559
47,660,5.281863
47,675,5.314533
47,690,5.346582
47,705,5.378025
47,720,5.408866
47,735,5.439121
47,750,5.468801
47,765,5.497919
47,780,5.526481
47,795,5.554499
47,810,5.581985
47,825,5.608951
47,840,5.635402
47,855,5.661349
47,870,5.686803
47,885,5.711775
47,900,5.736271
47,915,5.7603
47,930,5.783873
47,945,5.806999
47,960,5.829684
47,975,5.851937
47,990,5.873767
47,1005,5.895184
47,1020,5.916192
47,1035,5.9368
47,1050,5.957017
47,1065,5.976851
47,1080,5.996305
47,1095,6.01539
47,1110,6.034112
47,1125,6.05248
47,1140,6.070497
47,1155,6.088171
47,1170,6.10551
47,1185,6.122519
47,1200,6.139205
47,1215,6.155572
47,1230,6.171628
47,1245,6.187381
47,1260,6.202832
47,1275,6.217989
47,1290,6.232859
47,1305,6.247447
47,1320,6.261756
47,1335,6.275793
47,1350,6.289563
47,1365,6.303072
47,1380,6.316324
47,1395,6.329323
47,1410,6.342076
47,1425,6.354587
47,1440,6.366858
48,0,1
48,15,1.03825
48,30,1.075825
48,45,1.112698
48,60,1.148876
48,75,1.18437
48,90,1.219175
48,105,1.253332
48,120,1.286824
48,135,1.31968
48,150,1.351908
48,165,1.383507
48,180,1.414516
48,195,1.444926
48,210,1.474742
48,225,1.503979
48,240,1.532659
48,255,1.560782
48,270,1.588358
48,285,1.615404
48,300,1.641931
48,315,1.66795
48,330,1.69347
48,345,1.718501
48,360,1.743052
48,375,1.767136
48,390,1.790762
48,405,1.813933
48,420,1.83666
48,435,1.858955
48,450,1.880824
48,465,1.902272
48,480,1.92331
48,495,1.943945
48,510,1.964185
48,525,1.984036
48,540,2.003506
48,555,2.022604
48,570,2.041335
48,585,2.059705
48,600,2.077724
48,615,2.095398
48,630,2.112732
48,645,2.129733
48,660,2.146409
48,675,2.162766
48,690,2.178808
48,705,2.194543
48,720,2.209976
48,735,2.225115
48,750,2.239963
48,765,2.254526
48,780,2.26881
48,795,2.282822
48,810,2.296564
48,825,2.310042
48,840,2.323263
48,855,2.336231
48,870,2.348949
48,885,2.361424
48,900,2.37366
48,915,2.385662
48,930,2.397434
48,945,2.40898
48,960,2.420304
48,975,2.431413
48,990,2.442308
48,1005,2.452994
48,1020,2.463475
48,1035,2.473756
48,1050,2.48384
48,1065,2.49373
48,1080,2.503431
48,1095,2.512946
48,1110,2.522279
48,1125,2.531433
48,1140,2.540411
48,1155,2.549218
48,1170,2.557856
48,1185,2.566327
48,1200,2.574637
48,1215,2.582788
48,1230,2.590783
48,1245,2.598624
48,1260,2.606314
48,1275,2.613858
48,1290,2.621258
48,1305,2.628515
48,1320,2.635633
48,1335,2.642615
48,1350,2.649463
48,1365,2.65618
48,1380,2.662768
48,1395,2.66923
48,1410,2.675568
48,1425,2.681784
48,1440,2.687882
49,0,2
49,15,2.057794
49,30,2.114575
49,45,2.17029
49,60,2.224944
49,75,2.278573
49,90,2.331158
49,105,2.382728
49,120,2.433329
49,135,2.482931
49,150,2.531582
49,165,2.57931
49,180,2.626088
49,195,2.671983
49,210,2.716995
49,225,2.761107
49,240,2.804402
49,255,2.84685
49,270,2.888452
49,285,2.929273
49,300,2.969294
49,315,3.008524
49,330,3.046975
49,345,3.084697
49,360,3.121683
49,375,3.157949
49,390,3.19351
49,405,3.228385
49,420,3.262586
49,435,3.296129
49,450,3.329027
49,465,3.361286
49,480,3.392924
49,495,3.423954
49,510,3.45439
49,525,3.484233
49,540,3.513501
49,555,3.542205
49,570,3.570359
49,585,3.597965
49,600,3.625038
49,615,3.651589
49,630,3.67763
49,645,3.703164
49,660,3.728206
49,675,3.752765
49,690,3.776851
49,705,3.800469
49,720,3.823632
49,735,3.846348
49,750,3.868626
49,765,3.890472
49,780,3.911896
49,795,3.932908
49,810,3.953515
49,825,3.973722
49,840,3.993538
49,855,4.012973
49,870,4.032034
49,885,4.050725
49,900,4.069055
49,915,4.087032
49,930,4.104662
49,945,4.121951
49,960,4.138906
49,975,4.155533
49,990,4.171841
49,1005,4.187832
49,1020,4.203515
49,1035,4.218895
49,1050,4.233979
49,1065,4.248771
49,1080,4.263277
49,1095,4.277503
49,1110,4.291455
49,1125,4.305137
49,1140,4.318554
49,1155,4.331713
49,1170,4.344619
49,1185,4.357273
49,1200,4.369684
49,1215,4.381855
49,1230,4.393791
49,1245,4.405496
49,1260,4.416975
49,1275,4.428232
49,1290,4.439273
49,1305,4.450099
49,1320,4.460717
49,1335,4.471129
49,1350,4.481342
49,1365,4.491356
49,1380,4.501177
49,1395,4.510808
49,1410,4.520255
49,1425,4.529518
49,1440,4.538602
50,0,3
50,15,3.106912
50,30,3.211156
50,45,3.312653
50,60,3.411498
50,75,3.50766
50,90,3.601325
50,105,3.692425
50,120,3.781138
50,135,3.867438
50,150,3.951448
50,165,4.033195
50,180,4.112749
50,195,4.190183
50,210,4.265522
50,225,4.338906
50,240,4.410303
50,255,4.479736
50,270,4.547301
50,285,4.61307
50,300,4.677054
50,315,4.739296
50,330,4.799862
50,345,4.858799
50,360,4.916151
50,375,4.971965
50,390,5.026268
50,405,5.079114
50,420,5.130548
50,435,5.180612
50,450,5.229319
50,465,5.276722
50,480,5.322864
50,495,5.367775
50,510,5.411472
50,525,5.454001
50,540,5.495398
50,555,5.53569
50,570,5.5749
50,585,5.613061
50,600,5.650203
50,615,5.686352
50,630,5.721535
50,645,5.755776
50,660,5.789102
50,675,5.821537
50,690,5.853103
50,705,5.883825
50,720,5.913723
50,735,5.942821
50,750,5.97114
50,765,5.9987
50,780,6.025522
50,795,6.051624
50,810,6.077028
50,825,6.101751
50,840,6.125812
50,855,6.149228
50,870,6.172017
50,885,6.194195
50,900,6.215779
50,915,6.236784
50,930,6.257228
50,945,6.277123
50,960,6.296486
50,975,6.31533
50,990,6.33367
50,1005,6.351518
50,1020,6.368888
50,1035,6.385793
50,1050,6.402245
50,1065,6.418257
50,1080,6.433839
50,1095,6.449004
50,1110,6.463764
50,1125,6.478127
50,1140,6.492106
50,1155,6.505711
50,1170,6.518951
50,1185,6.531837
50,1200,6.544376
50,1215,6.556581
50,1230,6.568458
50,1245,6.580018
50,1260,6.591267
50,1275,6.602215
50,1290,6.612871
50,1305,6.62324
50,1320,6.633332
50,1335,6.643154
50,1350,6.652712
50,1365,6.662014
50,1380,6.671068
50,1395,6.679879
50,1410,6.688453
50,1425,6.696798
50,1440,6.70492
51,0,1
51,15,1.053879
51,30,1.106338
51,45,1.157363
51,60,1.207064
51,75,1.255395
51,90,1.302446
51,105,1.348225
51,120,1.392758
51,135,1.436115
51,150,1.478264
51,165,1.519286
51,180,1.559185
51,195,1.597996
51,210,1.635758
51,225,1.672499
51,240,1.708246
51,255,1.74303
51,270,1.776872
51,285,1.809796
51,300,1.841834
51,315,1.873016
51,330,1.903353
51,345,1.932868
51,360,1.961591
51,375,1.989547
51,390,2.016748
51,405,2.043212
51,420,2.068966
51,435,2.094033
51,450,2.118422
51,465,2.142151
51,480,2.165243
51,495,2.187718
51,510,2.209586
51,525,2.230862
51,540,2.251567
51,555,2.271718
51,570,2.291325
51,585,2.310401
51,600,2.328965
51,615,2.347032
51,630,2.364611
51,645,2.381714
51,660,2.398359
51,675,2.414557
51,690,2.430318
51,705,2.445653
51,720,2.460576
51,735,2.4751
51,750,2.489231
51,765,2.50298
51,780,2.516359
51,795,2.529381
51,810,2.542051
51,825,2.554378
51,840,2.566374
51,855,2.578049
51,870,2.589408
51,885,2.600461
51,900,2.611216
51,915,2.621684
51,930,2.631869
51,945,2.641778
51,960,2.651421
51,975,2.660807
51,990,2.669938
51,1005,2.678823
51,1020,2.687469
51,1035,2.695884
51,1050,2.704071
51,1065,2.712036
51,1080,2.719788
51,1095,2.727333
51,1110,2.734674
51,1125,2.741816
51,1140,2.748766
51,1155,2.75553
51,1170,2.762112
51,1185,2.768515
51,1200,2.774747
51,1215,2.780811
51,1230,2.786712
51,1245,2.792454
51,1260,2.798041
51,1275,2.803478
51,1290,2.808769
51,1305,2.813916
51,1320,2.818926
51,1335,2.823801
51,1350,2.828545
51,1365,2.83316
51,1380,2.837651
51,1395,2.842022
51,1410,2.846275
51,1425,2.850413
51,1440,2.85444
52,0,2
52,15,2.081068
52,30,2.160083
52,45,2.236995
52,60,2.311861
52,75,2.38469
52,90,2.45558
52,105,2.524524
52,120,2.591633
52,135,2.656893
52,150,2.720417
52,165,2.782189
52,180,2.842317
52,195,2.900789
52,210,2.957735
52,225,3.013128
52,240,3.066985
52,255,3.119369
52,270,3.170352
52,285,3.219935
52,300,3.268154
52,315,3.315059
52,330,3.360689
52,345,3.405078
52,360,3.448263
52,375,3.490267
52,390,3.531131
52,405,3.570891
52,420,3.609579
52,435,3.647208
52,450,3.68382
52,465,3.719446
52,480,3.75411
52,495,3.787827
52,510,3.820635
52,525,3.85256
52,540,3.883622
52,555,3.913841
52,570,3.943244
52,585,3.971852
52,600,3.999688
52,615,4.026771
52,630,4.053122
52,645,4.078759
52,660,4.103704
52,675,4.127975
52,690,4.151588
52,705,4.174562
52,720,4.196913
52,735,4.21866
52,750,4.239818
52,765,4.260403
52,780,4.28043
52,795,4.299915
52,810,4.318872
52,825,4.337316
52,840,4.355259
52,855,4.372717
52,870,4.389703
52,885,4.406228
52,900,4.422306
52,915,4.437949
52,930,4.453168
52,945,4.467975
52,960,4.48238
52,975,4.496397
52,990,4.510033
52,1005,4.5233
52,1020,4.536208
52,1035,4.548767
52,1050,4.560986
52,1065,4.572873
52,1080,4.584439
52,1095,4.595691
52,1110,4.606639
52,1125,4.61729
52,1140,4.627654
52,1155,4.637736
52,1170,4.647545
52,1185,4.657089
52,1200,4.666374
52,1215,4.675408
52,1230,4.684198
52,1245,4.692749
52,1260,4.701068
52,1275,4.709163
52,1290,4.717039
52,1305,4.7247
52,1320,4.732155
52,1335,4.739408
52,1350,4.746464
52,1365,4.753329
52,1380,4.760008
52,1395,4.766507
52,1410,4.77283
52,1425,4.778981
52,1440,4.784966
53,0,3
53,15,3.108662
53,30,3.214564
53,45,3.317631
53,60,3.417956
53,75,3.515519
53,90,3.6105
53,105,3.702828
53,120,3.792721
53,135,3.880103
53,150,3.965156
53,165,4.047852
53,180,4.128323
53,195,4.206583
53,210,4.282728
53,225,4.356841
53,240,4.428906
53,255,4.498949
53,270,4.567112
53,285,4.63341
53,300,4.697877
53,315,4.760562
53,330,4.82154
53,345,4.880847
53,360,4.938534
53,375,4.994646
53,390,5.049217
53,405,5.102303
53,420,5.15395
53,435,5.204188
53,450,5.25305
53,465,5.300586
53,480,5.346838
53,495,5.391822
53,510,5.43558
53,525,5.478151
53,540,5.519573
53,555,5.559862
53,570,5.599055
53,585,5.637185
53,600,5.674279
53,615,5.710364
53,630,5.74547
53,645,5.77962
53,660,5.812842
53,675,5.845161
53,690,5.876601
53,705,5.907185
53,720,5.936935
53,735,5.965878
53,750,5.994032
53,765,6.02142
53,780,6.04806
53,795,6.073977
53,810,6.099187
53,825,6.123711
53,840,6.147566
53,855,6.170773
53,870,6.193348
53,885,6.215308
53,900,6.23667
53,915,6.25745
53,930,6.277665
53,945,6.29733
53,960,6.316459
53,975,6.335067
53,990,6.353169
53,1005,6.370779
53,1020,6.387908
53,1035,6.404572
53,1050,6.420782
53,1065,6.436551
53,1080,6.45189
53,1095,6.466811
53,1110,6.481327
53,1125,6.495447
53,1140,6.509183
53,1155,6.522545
53,1170,6.535543
53,1185,6.548188
53,1200,6.560488
53,1215,6.572453
53,1230,6.584093
53,1245,6.595415
53,1260,6.60643
53,1275,6.617144
53,1290,6.627567
53,1305,6.637706
53,1320,6.647569
53,1335,6.657164
53,1350,6.666497
53,1365,6.675576
53,1380,6.684408
53,1395,6.693
53,1410,6.701358
53,1425,6.709488
53,1440,6.717396
54,0,1
54,15,1.054756
54,30,1.108044
54,45,1.159853
54,60,1.210294
54,75,1.259322
54,90,1.307033
54,105,1.35343
54,120,1.398548
54,135,1.442451
54,150,1.485111
54,165,1.526612
54,180,1.566956
54,195,1.606186
54,210,1.644337
54,225,1.681439
54,240,1.717522
54,255,1.752618
54,270,1.786745
54,285,1.819933
54,300,1.852215
54,315,1.883621
54,330,1.914158
54,345,1.943856
54,360,1.972746
54,375,2.000852
54,390,2.028183
54,405,2.054764
54,420,2.080621
54,435,2.105777
54,450,2.130238
54,465,2.15403
54,480,2.177172
54,495,2.199687
54,510,2.221581
54,525,2.242874
54,540,2.263587
54,555,2.283737
54,570,2.303332
54,585,2.32239
54,600,2.340927
54,615,2.358962
54,630,2.376498
54,645,2.393554
54,660,2.410145
54,675,2.426285
54,690,2.44198
54,705,2.457245
54,720,2.472093
54,735,2.486538
54,750,2.500585
54,765,2.514246
54,780,2.527535
54,795,2.540463
54,810,2.553035
54,825,2.565262
54,840,2.577155
54,855,2.588725
54,870,2.599976
54,885,2.610919
54,900,2.621563
54,915,2.631918
54,930,2.641988
54,945,2.651781
54,960,2.661307
54,975,2.670575
54,990,2.679587
54,1005,2.688352
54,1020,2.696878
54,1035,2.705172
54,1050,2.713238
54,1065,2.721082
54,1080,2.728712
54,1095,2.736135
54,1110,2.743354
54,1125,2.750375
54,1140,2.757204
54,1155,2.763847
54,1170,2.770308
54,1185,2.776591
54,1200,2.782703
54,1215,2.788649
54,1230,2.79443
54,1245,2.800054
54,1260,2.805524
54,1275,2.810845
54,1290,2.81602
54,1305,2.821053
54,1320,2.825948
54,1335,2.830711
54,1350,2.835342
54,1365,2.839846
54,1380,2.844228
54,1395,2.84849
54,1410,2.852635
54,1425,2.856666
54,1440,2.860587
55,0,2
55,15,2.08238
55,30,2.162638
55,45,2.240725
55,60,2.316698
55,75,2.390575
55,90,2.462445
55,105,2.53232
55,120,2.600294
55,135,2.666378
55,150,2.73066
55,165,2.793156
55,180,2.853946
55,195,2.913056
55,210,2.970585
55,225,3.026513
55,240,3.080859
55,255,3.13372
55,270,3.185127
55,285,3.235099
55,300,3.283672
55,315,3.33091
55,330,3.376839
55,345,3.4215
55,360,3.464927
55,375,3.50715
55,390,3.54821
55,405,3.588146
55,420,3.62698
55,435,3.664738
55,450,3.701462
55,465,3.737183
55,480,3.771913
55,495,3.805687
55,510,3.838536
55,525,3.870488
55,540,3.901556
55,555,3.931771
55,570,3.961157
55,585,3.989736
55,600,4.01753
55,615,4.044561
55,630,4.070849
55,645,4.096414
55,660,4.121277
55,675,4.145456
55,690,4.168971
55,705,4.191837
55,720,4.214075
55,735,4.235702
55,750,4.256732
55,765,4.277184
55,780,4.297073
55,795,4.316415
55,810,4.335224
55,825,4.353516
55,840,4.371304
55,855,4.388603
55,870,4.405426
55,885,4.421785
55,900,4.437696
55,915,4.453167
55,930,4.468214
55,945,4.482846
55,960,4.497076
55,975,4.510914
55,990,4.524372
55,1005,4.537458
55,1020,4.550186
55,1035,4.562563
55,1050,4.574599
55,1065,4.586304
55,1080,4.597688
55,1095,4.608757
55,1110,4.619523
55,1125,4.629992
55,1140,4.640173
55,1155,4.650074
55,1170,4.659702
55,1185,4.669066
55,1200,4.678172
55,1215,4.687027
55,1230,4.695639
55,1245,4.704013
55,1260,4.712158
55,1275,4.720078
55,1290,4.72778
55,1305,4.735271
55,1320,4.742555
55,1335,4.749639
55,1350,4.756527
55,1365,4.763227
55,1380,4.769742
55,1395,4.776077
55,1410,4.782239
55,1425,4.78823
55,1440,4.794057
56,0,3
56,15,3.11041
56,30,3.217969
56,45,3.322603
56,60,3.424403
56,75,3.523361
56,90,3.619648
56,105,3.713213
56,120,3.804261
56,135,3.892717
56,150,3.9788
56,165,4.062432
56,180,4.14381
56,195,4.222883
56,210,4.299827
56,225,4.374653
56,240,4.447371
56,255,4.518024
56,270,4.586761
56,285,4.653574
56,300,4.718511
56,315,4.781631
56,330,4.843002
56,345,4.902667
56,360,4.960678
56,375,5.017072
56,390,5.071899
56,405,5.125214
56,420,5.177062
56,435,5.227459
56,450,5.276464
56,465,5.324121
56,480,5.370464
56,495,5.415515
56,510,5.459323
56,525,5.501927
56,540,5.543355
56,555,5.583634
56,570,5.622802
56,585,5.660889
56,600,5.697926
56,615,5.733938
56,630,5.768957
56,645,5.803007
56,660,5.836117
56,675,5.868312
56,690,5.899618
56,705,5.930057
56,720,5.959653
56,735,5.988432
56,750,6.016415
56,765,6.043623
56,780,6.070078
56,795,6.095802
56,810,6.120814
56,825,6.145133
56,840,6.16878
56,855,6.191773
56,870,6.214129
56,885,6.235868
56,900,6.257004
56,915,6.277556
56,930,6.29754
56,945,6.316971
56,960,6.335865
56,975,6.354236
56,990,6.372098
56,1005,6.389467
56,1020,6.406355
56,1035,6.422777
56,1050,6.438744
56,1065,6.454268
56,1080,6.469364
56,1095,6.484043
56,1110,6.498315
56,1125,6.512192
56,1140,6.525686
56,1155,6.538806
56,1170,6.551564
56,1185,6.563968
56,1200,6.576029
56,1215,6.587757
56,1230,6.599161
56,1245,6.610248
56,1260,6.621029
56,1275,6.631512
56,1290,6.641706
56,1305,6.651616
56,1320,6.661253
56,1335,6.670623
56,1350,6.679735
56,1365,6.688593
56,1380,6.697207
56,1395,6.705583
56,1410,6.713727
56,1425,6.721646
56,1440,6.729345
57,0,1
57,15,1.055632
57,30,1.109748
57,45,1.16234
57,60,1.213519
57,75,1.26324
57,90,1.311609
57,105,1.358619
57,120,1.404318
57,135,1.44876
57,150,1.491927
57,165,1.533901
57,180,1.574685
57,195,1.614327
57,210,1.652861
57,225,1.690319
57,240,1.726731
57,255,1.762133
57,270,1.796538
57,285,1.829984
57,300,1.862503
57,315,1.894126
57,330,1.924855
57,345,1.954731
57,360,1.98378
57,375,2.012031
57,390,2.039484
57,405,2.066175
57,420,2.092129
57,435,2.117368
57,450,2.141896
57,465,2.165743
57,480,2.188931
57,495,2.211479
57,510,2.233393
57,525,2.254698
57,540,2.275414
57,555,2.295558
57,570,2.315136
57,585,2.33417
57,600,2.352676
57,615,2.370673
57,630,2.388163
57,645,2.405167
57,660,2.4217
57,675,2.437778
57,690,2.453403
57,705,2.468594
57,720,2.483364
57,735,2.497727
57,750,2.511686
57,765,2.525257
57,780,2.538453
57,795,2.551284
57,810,2.563755
57,825,2.575879
57,840,2.587667
57,855,2.599131
57,870,2.610271
57,885,2.621103
57,900,2.631634
57,915,2.641875
57,930,2.651828
57,945,2.661504
57,960,2.670913
57,975,2.680062
57,990,2.688953
57,1005,2.697598
57,1020,2.706003
57,1035,2.714176
57,1050,2.72212
57,1065,2.729843
57,1080,2.737352
57,1095,2.744654
57,1110,2.75175
57,1125,2.758649
57,1140,2.765358
57,1155,2.771881
57,1170,2.778221
57,1185,2.784384
57,1200,2.790377
57,1215,2.796205
57,1230,2.801869
57,1245,2.807375
57,1260,2.812729
57,1275,2.817936
57,1290,2.822995
57,1305,2.827915
57,1320,2.832698
57,1335,2.837349
57,1350,2.841869
57,1365,2.846264
57,1380,2.850537
57,1395,2.854692
57,1410,2.858731
57,1425,2.862657
57,1440,2.866474
58,0,2
58,15,2.083692
58,30,2.16519
58,45,2.24445
58,60,2.321526
58,75,2.396446
58,90,2.469292
58,105,2.540092
58,120,2.608923
58,135,2.675823
58,150,2.740856
58,165,2.804068
58,180,2.86551
58,195,2.925252
58,210,2.983353
58,225,3.039805
58,240,3.094631
58,255,3.14796
58,270,3.199781
58,285,3.250131
58,300,3.299056
58,315,3.346611
58,330,3.39283
58,345,3.437753
58,360,3.481411
58,375,3.523844
58,390,3.565092
58,405,3.605194
58,420,3.644162
58,435,3.682042
58,450,3.718869
58,465,3.75467
58,480,3.789462
58,495,3.823284
58,510,3.856168
58,525,3.888132
58,540,3.919202
58,555,3.949405
58,570,3.978767
58,585,4.00731
58,600,4.035056
58,615,4.062027
58,630,4.088245
58,645,4.113731
58,660,4.138506
58,675,4.162588
58,690,4.185997
58,705,4.208751
58,720,4.23087
58,735,4.252371
58,750,4.27327
58,765,4.293584
58,780,4.313332
58,795,4.332526
58,810,4.351184
58,825,4.36932
58,840,4.38695
58,855,4.404087
58,870,4.420744
58,885,4.436935
58,900,4.452675
58,915,4.467974
58,930,4.482846
58,945,4.497302
58,960,4.511354
58,975,4.525013
58,990,4.538291
58,1005,4.551197
58,1020,4.563742
58,1035,4.575937
58,1050,4.587791
58,1065,4.599314
58,1080,4.610514
58,1095,4.621402
58,1110,4.631985
58,1125,4.642272
58,1140,4.652272
58,1155,4.661992
58,1170,4.67144
58,1185,4.680624
58,1200,4.689552
58,1215,4.69823
58,1230,4.706666
58,1245,4.714865
58,1260,4.722836
58,1275,4.730583
58,1290,4.738114
58,1305,4.745435
58,1320,4.752551
58,1335,4.759468
58,1350,4.766191
58,1365,4.772727
58,1380,4.77908
58,1395,4.785255
58,1410,4.791258
58,1425,4.797093
58,1440,4.802765
59,0,3
59,15,3.112159
59,30,3.221371
59,45,3.327568
59,60,3.430837
59,75,3.531186
59,90,3.628772
59,105,3.723567
59,120,3.815758
59,135,3.905298
59,150,3.992382
59,165,4.076954
59,180,4.159212
59,195,4.239093
59,210,4.316817
59,225,4.392344
59,240,4.4657
59,255,4.536964
59,270,4.60625
59,285,4.673564
59,300,4.738956
59,315,4.802501
59,330,4.864252
59,345,4.924261
59,360,4.982581
59,375,5.039247
59,390,5.094318
59,405,5.147849
59,420,5.199875
59,435,5.250429
59,450,5.299566
59,465,5.347333
59,480,5.393749
59,495,5.43886
59,510,5.482708
59,525,5.525333
59,540,5.566755
59,555,5.607015
59,570,5.646147
59,585,5.684183
59,600,5.721151
59,615,5.757082
59,630,5.792005
59,645,5.825946
59,660,5.858937
59,675,5.891
59,690,5.922163
59,705,5.952449
59,720,5.981886
59,735,6.010495
59,750,6.0383
59,765,6.065323
59,780,6.091587
59,795,6.117113
59,810,6.141922
59,825,6.166032
59,840,6.189466
59,855,6.212241
59,870,6.234376
59,885,6.255888
59,900,6.276797
59,915,6.297119
59,930,6.316868
59,945,6.336063
59,960,6.35472
59,975,6.372851
59,990,6.390473
59,1005,6.4076
59,1020,6.424246
59,1035,6.440425
59,1050,6.456148
59,1065,6.47143
59,1080,6.486282
59,1095,6.500718
59,1110,6.514747
59,1125,6.528382
59,1140,6.541634
59,1155,6.554514
59,1170,6.567031
59,1185,6.579197
59,1200,6.591022
59,1215,6.602514
59,1230,6.613683
59,1245,6.624537
59,1260,6.635088
59,1275,6.645341
59,1290,6.655307
59,1305,6.664992
59,1320,6.674406
59,1335,6.683555
59,1350,6.692447
59,1365,6.701088
59,1380,6.709488
59,1395,6.717651
59,1410,6.725585
59,1425,6.733295
59,1440,6.740789
60,0,1
60,15,1.035896
60,30,1.071202
60,45,1.105891
60,60,1.139965
60,75,1.173438
60,90,1.206303
60,105,1.238586
60,120,1.270292
60,135,1.301415
60,150,1.331997
60,165,1.362018
60,180,1.391495
60,195,1.420448
60,210,1.448872
60,225,1.47677
60,240,1.504161
60,255,1.531064
60,270,1.557479
60,285,1.583414
60,300,1.608881
60,315,1.633891
60,330,1.658453
60,345,1.682575
60,360,1.706264
60,375,1.729527
60,390,1.752373
60,405,1.774812
60,420,1.796849
60,435,1.818488
60,450,1.839739
60,465,1.860609
60,480,1.881105
60,495,1.90123
60,510,1.920994
60,525,1.940402
60,540,1.959462
60,555,1.978177
60,570,1.996556
60,585,2.014605
60,600,2.032329
60,615,2.049733
60,630,2.066824
60,645,2.083609
60,660,2.100091
60,675,2.116276
60,690,2.132171
60,705,2.14778
60,720,2.163108
60,735,2.17816
60,750,2.192942
60,765,2.207458
60,780,2.221713
60,795,2.235711
60,810,2.249457
60,825,2.262957
60,840,2.276214
60,855,2.289232
60,870,2.302016
60,885,2.31457
60,900,2.326899
60,915,2.339005
60,930,2.350894
60,945,2.362569
60,960,2.374034
60,975,2.385293
60,990,2.396348
60,1005,2.407206
60,1020,2.417869
60,1035,2.428339
60,1050,2.43862
60,1065,2.448718
60,1080,2.458633
60,1095,2.46837
60,1110,2.477932
60,1125,2.487322
60,1140,2.496544
60,1155,2.505599
60,1170,2.514491
60,1185,2.523224
60,1200,2.531799
60,1215,2.54022
60,1230,2.548489
60,1245,2.55661
60,1260,2.564584
60,1275,2.572415
60,1290,2.580104
60,1305,2.587656
60,1320,2.595072
60,1335,2.602354
60,1350,2.609505
60,1365,2.616529
60,1380,2.623425
60,1395,2.630197
60,1410,2.636848
60,1425,2.643379
60,1440,2.649793
61,0,2
61,15,2.054264
61,30,2.107644
61,45,2.160085
61,60,2.211583
61,75,2.262183
61,90,2.311864
61,105,2.360625
61,120,2.408543
61,135,2.455583
61,150,2.501743
61,165,2.547106
61,180,2.591636
61,195,2.63533
61,210,2.67827
61,225,2.720421
61,240,2.761779
61,255,2.802423
61,270,2.84232
61,285,2.881468
61,300,2.919923
61,315,2.957675
61,330,2.99473
61,345,3.031094
61,360,3.066806
61,375,3.101867
61,390,3.136288
61,405,3.17008
61,420,3.203259
61,435,3.235834
61,450,3.26782
61,465,3.299228
61,480,3.330063
61,495,3.360339
61,510,3.390068
61,525,3.41926
61,540,3.447921
61,555,3.476062
61,570,3.503693
61,585,3.530826
61,600,3.557465
61,615,3.583621
61,630,3.609303
61,645,3.634521
61,660,3.65928
61,675,3.68359
61,690,3.707459
61,705,3.730897
61,720,3.753909
61,735,3.776503
61,750,3.798687
61,765,3.820471
61,780,3.841858
61,795,3.862857
61,810,3.883476
61,825,3.903723
61,840,3.9236
61,855,3.943117
61,870,3.962281
61,885,3.981098
61,900,3.999572
61,915,4.017712
61,930,4.035523
61,945,4.053012
61,960,4.070183
61,975,4.087042
61,990,4.103596
61,1005,4.119851
61,1020,4.135809
61,1035,4.151479
61,1050,4.166864
61,1065,4.181972
61,1080,4.196804
61,1095,4.211368
61,1110,4.225667
61,1125,4.239708
61,1140,4.253494
61,1155,4.267029
61,1170,4.28032
61,1185,4.29337
61,1200,4.306182
61,1215,4.318762
61,1230,4.331114
61,1245,4.343243
61,1260,4.355151
61,1275,4.366843
61,1290,4.378323
61,1305,4.389596
61,1320,4.400663
61,1335,4.41153
61,1350,4.4222
61,1365,4.432677
61,1380,4.442963
